v,vw,o,c,h,l,t,n,pivot,r1,r2,r3,s1,s2,s3,ema_9,ema_50,rsi,atr,stoch_rsi
60513737.0,234.9202,236.48,234.4,237.23,233.09,1721016000000,822606,,,,,,,,,,,,
38468546.0,234.2992,235.0,234.82,236.27,232.33,1721102400000,623906,,,,,,,,,,,,
55878906.0,228.8396,229.45,228.88,231.4599,226.64,1721188800000,811024,,,,,,,,,,,,
64346030.0,225.181,230.28,224.18,230.44,222.27,1721275200000,844538,,,,,,,,,,,,
48020038.0,224.7356,224.82,224.31,226.8,223.275,1721361600000,612739,,,,,,,,,,,,
44958139.0,225.0185,227.01,223.96,227.78,223.09,1721620800000,704830,,,,,,,,,,,,
37919040.0,225.0222,224.365,225.01,226.94,222.68,1721707200000,551646,,,,,,,,,,,,
59687424.0,219.0874,224.0,218.54,224.8,217.13,1721793600000,816074,,,,,,,,,,,,
50451768.0,218.12,218.93,217.49,220.85,214.62,1721880000000,737563,,,,,,,,,,,,
39827645.0,217.8992,218.7,217.96,219.49,216.01,1721966400000,608504,,,,,,,,,,,,
35153729.0,218.1319,216.96,218.24,219.3,215.75,1722225600000,604680,,,,,,,,,,,,
40681625.0,218.4059,219.19,218.8,220.325,216.12,1722312000000,584305,,,,,,,,,,,,
48422974.0,222.3441,221.44,222.08,223.82,220.63,1722398400000,668833,,,,,,,,,,,,
61125243.0,219.4773,224.37,218.36,224.48,217.02,1722484800000,876046,,,,,,,,,,,,
102635321.0,221.9519,219.15,219.86,225.6,217.71,1722571200000,1132479,,,,,,,,,,,,
119382508.0,207.801,199.09,209.27,213.5,196.0,1722830400000,1661493,,,,,,,,,,,,
69545387.0,206.739,205.3,207.23,209.99,201.07,1722916800000,921946,,,,,,,,,,,,
60109650.0,210.7375,206.9,209.82,213.64,206.39,1723003200000,741607,,,,,,,,,,,,
45466136.0,212.5961,213.11,213.31,214.2,208.83,1723089600000,628674,,,,,,,,,,,,
40764531.0,215.1632,212.1,216.24,216.78,211.97,1723176000000,589409,,,,,,,,,,,,
36533169.0,217.5472,216.07,217.53,219.5099,215.6,1723435200000,602475,,,,,,,,,,,,
42281135.0,220.8583,219.01,221.27,221.89,219.01,1723521600000,553206,,,,,,,,,,,,
40535664.0,221.5032,220.57,221.72,223.03,219.7,1723608000000,568467,,,,,,,,,,,,
44961298.0,224.545,224.6,224.72,225.35,222.76,1723694400000,590509,,,,,,,,,,,,
42388970.0,225.4078,223.92,226.05,226.8271,223.6501,1723780800000,562568,,,,,,,,,,,,
39167926.0,224.8178,225.72,225.89,225.99,223.04,1724040000000,606301,,,,,,,,,,,,
29528757.0,226.5304,225.77,226.51,227.17,225.45,1724126400000,498745,,,,,,,,,,,,
33953349.0,226.4472,226.52,226.4,227.98,225.05,1724212800000,506589,,,,,,,,,,,,
38144864.0,225.6144,227.79,224.53,228.34,223.9,1724299200000,586130,,,,,,,,,,,,
38051965.0,226.5769,225.6589,226.84,228.22,224.33,1724385600000,555099,,,,,,,,,,,,
27855445.0,225.9536,226.76,227.18,227.28,223.8905,1724644800000,565367,,,,,,,,,,,,
35071175.0,227.7868,225.995,228.03,228.85,224.89,1724731200000,491807,,,,,,,,,,,,
